"Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","lostreason","Longitude","Address","Geocode Status","Latitude"
"Channel Engine Development","af0dda86-ea1d-ff54-f2aa-68f2015bfefd","SE50000,00","'-99","04/27/2023","Closed Lost","25","","","Jewlery TV","","SE50000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine enhancements","dbb0ccaf-f190-6bbc-ac0e-68f201aa9526","SE0,00","'-99","11/12/2020","Closed Won","0","","","OTTera","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine in the Edge","8e0e6076-31c2-48a3-5443-68f201afc929","SE0,00","'-99","12/17/2020","Closed Lost","0","","","Intelsat","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine integration","3bb8ddca-42ff-b782-aedc-68f2012b4c7b","SE200000,00","'-99","02/02/2023","Closed Lost","50","","","OneStudio","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine OSaaS","1545049b-52bf-fea2-19b1-68f2016e4512","SE50000,00","'-99","10/05/2023","Closed Lost","50","","","Magine","","SE50000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine OSaaS","3fa1099b-bb91-2167-816e-68f201b3834b","SE100000,00","'-99","11/15/2023","Closed Lost","50","","","ITV","","SE100000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine OSaaS","6a061ab6-6fcc-3714-0bb7-68f2011b988a","SE200000,00","'-99","10/05/2023","Closed Won","75","","","Staccs","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine OSaaS","96f3aa52-1360-08d3-e890-68f20148038f","SE200000,00","'-99","01/18/2024","Closed Lost","30","","","Clipsource","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine OSaaS","c4456b1c-227d-2a92-db49-68f20149411b","SE200000,00","'-99","09/14/2023","Closed Lost","50","","","TVN S.A.","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine OSPS","136ab5a3-38c1-6b81-712f-68f201d32927","SE100000,00","'-99","10/27/2022","Closed Won","50","","","Johnston Howse","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine POC","429a2c88-c008-e212-376a-68f2018ce221","SE50000,00","'-99","09/30/2021","Closed Won","50","","","Ammo Content LLC","","SE50000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine POC","84e295e6-9a31-9aa6-27ac-68f201db529c","SE100000,00","'-99","02/16/2023","Closed Lost","50","","","FUNKE Digital GmbH","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Channel Engine push to Media Package for DRM","15edafae-7974-ed9e-8582-68f20116384a","SE100000,00","'-99","02/17/2022","Closed Lost","0","","","OTTera","","SE100000,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Channel Store DB GUI","7e186995-11f7-879f-61d0-68f201645756","SE0,00","'-99","09/18/2020","Closed Won","0","","","Red Bee Media","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Channel UI","e2080994-1182-a60c-9c0e-68f20102b68f","SE500000,00","'-99","10/13/2022","Closed Lost","50","","","Broadpeak","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Chaos proxy development","c93daa77-7264-6415-5166-68f201ce0fa5","SE120000,00","'-99","03/02/2023","Closed Lost","40","","","Telenor","","SE120000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Chromecast","ce745bca-6f00-80d1-e5fd-68f201603122","SE500000,00","'-99","12/02/2021","Closed Lost","25","","","Telia","","SE500000,00","","","adminalex","1","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Chromecast audit","edc106f4-5b47-510c-1823-68f20138d8c7","SE150000,00","'-99","06/14/2024","Closed Lost","10","","","Viaplay","","SE150000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Chromecast Video Dev Team","4d3ccebe-b4ee-b8d0-bde3-68f2013af9d1","SE400000,00","'-99","10/12/2023","Closed Won","75","","","TV4 Media","","SE400000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Chromecast-utvecklare","70311267-431e-f301-ceb4-68f20175f17a","SE1000000,00","'-99","12/12/2022","Closed Lost","0","","","TV4 Media","","SE1000000,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Client architect","53930044-d63c-c630-e62a-68f2011c3497","SE1400000,00","'-99","10/06/2022","Closed Won","50","","","Allente","","SE1400000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Client development","69229941-785c-45b2-e31c-68f201b98336","SE160000,00","'-99","02/29/2024","Closed Won","50","","","Bitmovin","","SE160000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Cloud advice","bc2875fc-dde7-d807-83c4-68f201009a71","SE0,00","'-99","07/09/2020","Closed Won","0","","","Agile Content","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Cloud Education Material","555d25ee-4f45-94dd-165d-68f201b92748","SE0,00","'-99","05/05/2021","Closed Lost","0","","","Broadpeak","","SE0,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Cloud Migration","6dcfb0df-eb10-7544-1c9b-68f2011f267b","SE100000,00","'-99","10/12/2023","Closed Lost","50","","","Aonides","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Cloud VOD architecture","b89b2bd0-b0cb-befe-d8f8-68f201152ac3","SE500000,00","'-99","09/07/2023","Closed Lost","50","","","Data Piper","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"CMS / CE Integration","2e803912-16eb-33b1-b9a9-68f2011a756b","SE100000,00","'-99","06/08/2023","Closed Lost","27","","","Style Music","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Cognizant ""townhall"" solution","1296eaef-961d-3942-9bef-68f201ab4ede","SE250000,00","'-99","10/21/2021","Closed Lost","50","","","Amazon","","SE250000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Competence transfer","2e49cda5-e2de-0627-b2de-68f2017e7349","SE132000,00","'-99","12/22/2022","Closed Won","80","","","Agile Content","","SE132000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Consuo for Flowplayer Platform","2a256daf-1c0b-9e35-c16a-68f20117b174","SE0,00","'-99","12/10/2020","Closed Lost","0","","","Wowza","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Consuo integration","7d37ba11-4245-2ac6-654a-68f201d8967e","SE0,00","'-99","06/18/2020","Closed Lost","0","","","Vimond","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Consuo integration","8f1b7be6-8448-b42a-0824-68f201b7233d","SE0,00","'-99","06/18/2020","Closed Lost","0","","","24i","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Consuo till IP-Only kunder","9160537d-024d-905e-edf8-68f201286451","SE0,00","'-99","06/25/2020","Closed Lost","0","","","GlobalConnect","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Consuo Trial","e8a611ef-346d-3f5c-23ae-68f20176434d","SE0,00","'-99","07/09/2020","Closed Lost","0","","","batteryPOP","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Content migration","929a85e1-0f37-1608-d504-68f201bbd190","SE20000,00","'-99","03/03/2022","Closed Won","25","","","Shortly","","SE20000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Content Operations Manager","cf5c22ca-4de5-1a94-a2b1-68f201d2b024","SE500000,00","'-99","07/14/2021","Closed Won","50","","","Tele2","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Content Ops Mgr","d2d05ef8-ce56-ddc9-6cbb-68f2014c1c52","SE500000,00","'-99","11/30/2021","Closed Won","75","","","Tele2","","SE500000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Content Steering in Exoplayer","12c30948-95f2-5499-474b-68f2010cb2de","SE2000000000,00","'-99","11/28/2025","Closed Lost","10","","","Sveriges Radio","","SE2000000000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","11/17/2025 10:38","1","ebbf2708-f9cb-bff7-195e-68ff579f1d95","0","Project Cancelled","0,00000000","","","0,00000000"
"Continued SVT Production UI development","2398bd35-f5c0-79f0-4464-68f201d5a18d","SE500000,00","'-99","11/23/2023","Closed Lost","75","","","Agile Content","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Crowdsource lösning","8809f4a5-70f8-bfb6-5eb3-68f20124be5b","SE500000,00","'-99","09/19/2024","Closed Lost","50","","","Sveriges Television","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Crowdsource utveckling","46e1c38b-27b6-3393-79fc-68f201bf10b5","SE800000,00","'-99","08/29/2025","Closed Lost","25","","","Sveriges Television","","SE800000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"CSAI SDK Development","b191febc-b433-6ed5-a838-68f20179ed5f","SE500000,00","'-99","12/21/2023","Closed Lost","60","","","Invidi","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"CSV Connector","c911ba55-d8a8-04f8-7971-68f201f5574e","SE120000,00","'-99","01/19/2023","Closed Lost","75","","","Broadpeak","","SE120000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"CTO","43c04245-bc7f-97b7-d612-68f200607447","SE0,00","'-99","08/27/2020","Closed Lost","0","","","Fplay","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"CTO / build vs buy","55c82eb0-5e19-1b57-80ed-68f20109b0a0","SE0,00","'-99","05/05/2020","Closed Won","0","","","Nwise","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"CTO / Digital strateg","5b900f74-bf18-330a-4fa7-68f2017f4464","SE0,00","'-99","08/20/2020","Closed Lost","0","","","VOYD","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"CTV utvecklare","2f1f7272-9c49-182f-aaa9-68f201eb51b1","SE500000,00","'-99","10/07/2021","Closed Lost","25","","","Accedo.tv","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:11","1","1","0","","0,00000000","","","0,00000000"
"Custom API development","71b39194-53e2-aeb1-f91f-68f2012ba571","SE0,00","'-99","12/10/2020","Closed Won","0","","","Angus Media","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Customer support manager","c6cd0c44-ca07-d67e-8328-68f201f61f3d","SE0,00","'-99","05/27/2021","Closed Won","0","","","GlobalConnect","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Cyber security audit","528a47bf-8751-0340-ebf3-68f20185f612","SE100000,00","'-99","03/28/2024","Closed Lost","15","","","ITV","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DAI","a7a900e6-326e-4cb9-975d-68f201d168c8","SE500000,00","'-99","05/23/2025","Closed Lost","25","","","RiksTV AS","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DAI - Chromecast, Tizen, WebOs","a3e2feaf-a6d8-f580-29f5-68f201dd6ab0","SE200000,00","'-99","05/07/2024","Closed Won","50","","","Telenor","","SE200000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DAI advice and architecture","c70b3cec-e0a5-256c-c63d-68f20174489a","SE0,00","'-99","10/08/2020","Closed Won","0","","","TVN S.A.","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"DAI advisory","16e2a960-d772-cb78-538a-68f201ab73c4","SE5000000,00","'-99","12/19/2025","Closed Lost","25","","","Altibox","","SE5000000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","12/02/2025 13:41","1","aa965b03-becb-7821-8519-68ff576136fb","0","","0,00000000","","","0,00000000"
"DAI Advisory","ce63f708-309a-3749-1dd1-68f2011f300d","SE150000,00","'-99","04/03/2024","Closed Lost","65","","","Bonnier News","","SE150000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DAI Expert Liaison","ccea4666-9192-30dd-6589-68f20112034f","SE200000,00","'-99","04/23/2025","Closed Won","90","","","Warner Bros Discovery","","SE200000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DAI expert och OVP-utvecklare","6dbc06ea-9411-f24a-3d29-68f201f68430","SE800000,00","'-99","04/28/2022","Closed Won","80","","","TV4 Media","","SE800000,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DAI implementation coordination","7685a63b-7247-7aa2-86bf-68f201c26074","SE200000,00","'-99","08/29/2025","Closed Won","90","","","Allente","","SE200000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DAI support","182144c3-6bdf-f4bb-7b0c-68f20112200c","SE100000,00","'-99","02/07/2025","Closed Won","25","","","Bonnier News","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DAI support","56c451de-6a05-f379-1a30-68f20151ab37","SE100000,00","'-99","10/17/2025","Closed Won","65","","","Viaplay","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DAI test tool","eba655fc-d5cb-3d62-a368-68f2018149a4","SE0,00","'-99","04/28/2021","Closed Won","0","","","Telenor","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"DAI troubleshooting/development","eeaf7d0e-777a-e77e-703f-68f201217720","SE0,00","'-99","12/10/2020","Closed Won","0","","","Telenor","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"DASH conversion","8f2936fb-5b99-631b-e589-68f2014e854a","SE200000,00","'-99","08/22/2025","Closed Lost","25","","","Invidi","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DD Sport Tech","e01821f1-bde1-0e71-02fb-68f2011cf506","SE60000,00","'-99","11/16/2021","Closed Won","75","","","EQT","","SE60000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
